"WALLET_HISTORY_SEQ","WALLET_ID","USER_ID","GUBUN","SORT","COIN_ID","AMOUNT","BALANCE","REASON","REASON_DETAIL","REG_DATE","REG_USER","UP_DATE","UP_USER","USE_FLAG"
"30895","WL2020071301100","paraok2","I","6","HSS","7000","108476.69699991","마이닝청산","마이닝청산","2020-12-07 19:29:19","paraok2","2020-12-07 19:31:17","paraok2","N"
"30894","WL2020071301034","soso555","O","1","HSS","50070","17674.2548567","출금","출금신청","2020-12-07 19:23:52","soso555",\n,\n,"Y"
"30893","WL2020082800014","youbs1234","O","1","HSS","40455","0.78374287","출금","출금신청","2020-12-07 19:22:03","youbs1234",\n,\n,"Y"
"30892","WL2020090400002","agnes","O","1","HSS","32370","4.7743058","출금","출금신청","2020-12-07 19:19:20","agnes",\n,\n,"Y"
"30891","WL2020082800012","soon0509","O","1","HSS","40506","0.66070708","출금","출금신청","2020-12-07 19:17:51","soon0509",\n,\n,"Y"
"30890","WL2020083000014","jelddul1","I","2","HSS","32299.91915521","60653.61897307","입금","USD 상품 전송","2020-12-07 18:02:22","jelddul1",\n,\n,"Y"
"30887","WL2020082800008","in01777","I","2","HSS","33982.21503476","169411.81412734","입금","USD 상품 전송","2020-12-07 18:02:22","in01777",\n,\n,"Y"
"30889","WL2020082800012","soon0509","I","2","HSS","40441.39045715","40506.66070709","입금","USD 상품 전송","2020-12-07 18:02:22","soon0509","2020-12-07 19:17:51","soon0509","N"
"30886","WL2020090400002","agnes","I","2","HSS","32336.29749393","32374.7743058","입금","USD 상품 전송","2020-12-07 18:02:22","agnes","2020-12-07 19:19:20","agnes","N"
"30888","WL2020082800014","youbs1234","I","2","HSS","40441.39045715","40455.78374287","입금","USD 상품 전송","2020-12-07 18:02:22","youbs1234","2020-12-07 19:22:03","youbs1234","N"
"30885","WL2020071301096","abulfayz7","I","8","HSS","1070","6835.15012117","출금취소","출금취소","2020-12-07 17:43:51","abulfayz7",\n,\n,"Y"
"30884","WL2020071301096","abulfayz7","O","1","HSS","1070","5765.15012117","출금","출금신청","2020-12-07 17:42:27","abulfayz7","2020-12-07 17:43:51","abulfayz7","N"
"30883","WL2020112100004","ant0825","I","1","HSS","13593.75","141548.14829692","송금","크립토출금요청","2020-12-07 17:29:38","ant0825",\n,\n,"Y"
"30882","WL2020072900012","kdo005","O","1","HSS","50070","164699.34872044","출금","출금신청","2020-12-07 16:36:18","kdo005",\n,\n,"Y"
"30881","WL2020071300865","ljs36","I","6","HSS","6.66666666","380.88324614","마이닝청산","마이닝청산","2020-12-07 16:25:37","ljs36","2020-12-08 07:08:20","ljs36","N"
"30876","WL2020071300618","blue002","O","1","HSS","22587","0.54835699","출금","출금신청","2020-12-07 15:20:38","blue002",\n,\n,"Y"
"30875","WL2020111600024","pretty01","I","1","HSS","40282.25806452","215596.35218545","송금","크립토출금요청","2020-12-07 15:08:24","pretty01","2020-12-07 23:34:36","pretty01","N"
"30874","WL2020082700004","nis8011","O","1","HSS","50070","62763.2754325","출금","출금신청","2020-12-07 15:00:28","nis8011",\n,\n,"Y"
"30873","WL2020082700002","nis8010","O","1","HSS","50070","62673.13494388","출금","출금신청","2020-12-07 14:59:49","nis8010",\n,\n,"Y"
"30872","WL2020112000008","pretty02","I","1","HSS","40282.25806452","247440.65220064","송금","크립토출금요청","2020-12-07 14:59:36","pretty02","2020-12-07 23:35:30","pretty02","N"
"30871","WL2020112900002","pol99","I","1","HSS","9520.03173344","45728.33864735","송금","크립토출금요청","2020-12-07 14:52:48","pol99",\n,\n,"Y"
"30870","WL2020071400126","park1215","I","6","HSS","80","9942.69292298","마이닝청산","마이닝청산","2020-12-07 14:26:31","park1215",\n,\n,"Y"
"30869","WL2020082300010","joh1151","O","1","HSS","50070","15998.71398461","출금","출금신청","2020-12-07 14:04:00","joh1151",\n,\n,"Y"
"30868","WL2020071400034","kangjh3kang","I","6","HSS","14399.999991","16863.0375647","마이닝청산","마이닝청산","2020-12-07 13:56:45","kangjh3kang",\n,\n,"Y"
"30867","WL2020083100018","jkc0995","I","2","HSS","14614.54146876","31192.13538134","입금","USD 상품 전송","2020-12-07 13:24:45","jkc0995",\n,\n,"Y"
"30859","WL2020071301034","soso555","I","2","HSS","22280.36781713","67744.2548567","입금","USD 상품 전송","2020-12-07 13:24:44","soso555","2020-12-07 19:23:52","soso555","N"
"30843","WL2020082600008","ain2222","I","2","HSS","1834.18067657","71751.34596433","입금","USD 상품 전송","2020-12-07 13:24:44","ain2222","2020-12-07 13:24:44","ain2222","N"
"30866","WL2020082700002","nis8010","I","2","HSS","7358.35172921","112743.13494388","입금","USD 상품 전송","2020-12-07 13:24:44","nis8010","2020-12-07 14:59:49","nis8010","N"
"30842","WL2020081100020","ain3535","I","2","HSS","105.32149648","411013.83428433","입금","USD 상품 전송","2020-12-07 13:24:44","ain3535","2020-12-08 00:57:04","ain3535","N"
"30848","WL2020083000012","jhn02","I","2","HSS","13634.59291001","518355.37913894","입금","USD 상품 전송","2020-12-07 13:24:44","jhn02",\n,\n,"Y"
"30850","WL2020102000002","won006","I","2","HSS","30723.60616844","72509.75278848","입금","USD 상품 전송","2020-12-07 13:24:44","won006",\n,\n,"Y"
"30846","WL2020071300617","blue001","I","2","HSS","39174.37983286","48149.04543835","입금","USD 상품 전송","2020-12-07 13:24:44","blue001",\n,\n,"Y"
"30856","WL2020082700002","nis8010","I","2","HSS","16162.79069767","105384.78321467","입금","USD 상품 전송","2020-12-07 13:24:44","nis8010","2020-12-07 13:24:45","nis8010","N"
"30847","WL2020071300561","again002","I","2","HSS","39174.37981348","48147.97839463","입금","USD 상품 전송","2020-12-07 13:24:44","again002",\n,\n,"Y"
"30860","WL2020091600004","sho1967","I","2","HSS","7656.96784073","7659.50805601","입금","USD 상품 전송","2020-12-07 13:24:44","sho1967",\n,\n,"Y"
"30854","WL2020081200002","momo71","I","2","HSS","15902.02177293","65035.0379663","입금","USD 상품 전송","2020-12-07 13:24:44","momo71","2020-12-07 13:24:44","momo71","N"
"30857","WL2020082900004","gongdong6","I","2","HSS","7763.97515527","576531.2160762","입금","USD 상품 전송","2020-12-07 13:24:44","gongdong6",\n,\n,"Y"
"30844","WL2020082600002","ain1111","I","2","HSS","1616.56389058","76465.82987627","입금","USD 상품 전송","2020-12-07 13:24:44","ain1111","2020-12-07 13:24:44","ain1111","N"
"30862","WL2020082600008","ain2222","I","2","HSS","13269.44342056","85020.78938489","입금","USD 상품 전송","2020-12-07 13:24:44","ain2222","2020-12-08 00:56:22","ain2222","N"
"30855","WL2020082700004","nis8011","I","2","HSS","16162.79069767","105474.92370329","입금","USD 상품 전송","2020-12-07 13:24:44","nis8011","2020-12-07 13:24:44","nis8011","N"
"30865","WL2020082700004","nis8011","I","2","HSS","7358.35172921","112833.2754325","입금","USD 상품 전송","2020-12-07 13:24:44","nis8011","2020-12-07 15:00:28","nis8011","N"
"30861","WL2020090200004","lmj001","I","2","HSS","12886.59793814","17881.16942903","입금","USD 상품 전송","2020-12-07 13:24:44","lmj001",\n,\n,"Y"
"30863","WL2020082600002","ain1111","I","2","HSS","12801.75566934","89267.58554561","입금","USD 상품 전송","2020-12-07 13:24:44","ain1111","2020-12-08 00:55:24","ain1111","N"
"30852","WL2020071300618","blue002","I","2","HSS","22586.79611012","22587.548357","입금","USD 상품 전송","2020-12-07 13:24:44","blue002","2020-12-07 15:20:38","blue002","N"
"30851","WL2020102100002","won007","I","2","HSS","23013.04863582","23065.20815149","입금","USD 상품 전송","2020-12-07 13:24:44","won007",\n,\n,"Y"
"30849","WL2020083100030","gongdong7","I","2","HSS","13839.46223803","578353.68803157","입금","USD 상품 전송","2020-12-07 13:24:44","gongdong7",\n,\n,"Y"
"30853","WL2020082900004","gongdong6","I","2","HSS","7788.16199376","568767.24092095","입금","USD 상품 전송","2020-12-07 13:24:44","gongdong6","2020-12-07 13:24:44","gongdong6","N"
"30845","WL2020101300010","gohss1000","I","2","HSS","31349.59176342","46673.18004736","입금","USD 상품 전송","2020-12-07 13:24:44","gohss1000",\n,\n,"Y"
"30864","WL2020081200002","momo71","I","2","HSS","7342.14390602","72377.18187232","입금","USD 상품 전송","2020-12-07 13:24:44","momo71",\n,\n,"Y"
"30858","WL2020100700002","mayyun","I","2","HSS","14838.51013854","45098.86764803","입금","USD 상품 전송","2020-12-07 13:24:44","mayyun",\n,\n,"Y"
"30841","WL2020083100018","jkc0995","I","2","HSS","15680.125441","16577.59391258","입금","USD 상품 전송","2020-12-07 13:24:43","jkc0995","2020-12-07 13:24:45","jkc0995","N"
"30839","WL2020082800018","won003","I","2","HSS","39207.76071139","59037.50255482","입금","USD 상품 전송","2020-12-07 13:24:43","won003",\n,\n,"Y"
"30840","WL2020082300010","joh1151","I","2","HSS","38067.4331832","66068.71398461","입금","USD 상품 전송","2020-12-07 13:24:43","joh1151","2020-12-07 14:04:00","joh1151","N"
"30838","WL2020101000002","gogohss","I","2","HSS","47130.15359741","47282.83725107","입금","USD 상품 전송","2020-12-07 13:24:43","gogohss",\n,\n,"Y"
"30837","WL2020082900004","gongdong6","I","6","HSS","60","560979.07892719","마이닝청산","마이닝청산","2020-12-07 13:16:53","gongdong6","2020-12-07 13:24:44","gongdong6","N"
"30836","WL2020120700004","star001","O","3","HSS","4615.38461538","0.01538462","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-07 13:16:30","star001",\n,\n,"Y"
"30835","WL2020120700004","star001","I","0","HSS","4615.4","4615.39999999","입금","0xc062b55ff9450be82fb64b8e64ef87d88efb7fc829393b297d443d96cd50b27b","2020-12-07 13:12:00","star001","2020-12-07 13:16:30","star001","N"
"30834","WL2020120700002","hssup","O","3","HSS","4615.38461538","0.01538462","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-07 13:02:31","hssup",\n,\n,"Y"
"30833","WL2020080400002","Olie4240","I","6","HSS","7773.333351","494360.34179251","마이닝청산","마이닝청산","2020-12-07 13:01:08","Olie4240",\n,\n,"Y"
"30832","WL2020120700002","hssup","I","0","HSS","4615.4","4615.39999999","입금","0x30c881028d13d9691c0f78c79066a4e7814aaf7e074bfe00b24e27536a05dcfa","2020-12-07 12:57:00","hssup","2020-12-07 13:02:31","hssup","N"
"30827","WL2020071301096","abulfayz7","I","8","HSS","1070","6835.15012117","출금취소","출금취소","2020-12-07 12:34:19","abulfayz7","2020-12-07 17:42:27","abulfayz7","N"
"30826","WL2020071301096","abulfayz7","O","1","HSS","1070","5765.15012117","출금","출금신청","2020-12-07 12:31:12","abulfayz7","2020-12-07 12:34:19","abulfayz7","N"
"30825","WL2020071301166","Playzzang","I","6","HSS","426.666668","5121.68822192","마이닝청산","마이닝청산","2020-12-07 12:30:56","Playzzang",\n,\n,"Y"
"30824","WL2020071301096","abulfayz7","I","6","HSS","93.3333332","6835.15012117","마이닝청산","마이닝청산","2020-12-07 12:28:27","abulfayz7","2020-12-07 12:31:12","abulfayz7","N"
"30823","WL2020092600010","h2020","I","0","HSS","2004.072","65362.62021778","입금","0x09d74a382c46a2e83cc38d04a0be9ca4205653fbdcaaa2919cb9570d08864a8a","2020-12-07 12:21:00","h2020",\n,\n,"Y"
"30822","WL2020111600020","kmr26731","O","1","HSS","39070","336.91161552","출금","출금신청","2020-12-07 12:09:50","kmr26731","2020-12-08 00:11:04","kmr26731","N"
"30821","WL2020111600020","kmr26731","I","1","HSS","39138.94324853","39406.91161552","송금","크립토출금요청","2020-12-07 12:07:29","kmr26731","2020-12-07 12:09:49","kmr26731","N"
"30820","WL2020111600036","asd002","O","1","HSS","9456","0.88543127","출금","출금신청","2020-12-07 10:48:01","asd002",\n,\n,"Y"
"30819","WL2020100800012","jj2020","O","1","HSS","28470","39.22740832","출금","출금신청","2020-12-07 10:47:44","jj2020",\n,\n,"Y"
"30818","WL2020100800012","jj2020","I","6","HSS","53.3333334","28509.22740833","마이닝청산","마이닝청산","2020-12-07 10:47:29","jj2020","2020-12-07 10:47:44","jj2020","N"
"30817","WL2020071301224","immael7279","I","6","HSS","2399.9999982","2974.65865584","마이닝청산","마이닝청산","2020-12-07 10:47:19","immael7279",\n,\n,"Y"
"30816","WL2020111600032","asd001","O","1","HSS","11347","0.88373875","출금","출금신청","2020-12-07 10:47:03","asd001",\n,\n,"Y"
"30815","WL2020071301220","14553177","I","6","HSS","400.0000002","617.50837118","마이닝청산","마이닝청산","2020-12-07 10:46:59","14553177",\n,\n,"Y"
"30814","WL2020082800018","won003","O","1","HSS","50070","19829.74184344","출금","출금신청","2020-12-07 10:46:48","won003","2020-12-07 13:24:43","won003","N"
"30813","WL2020071301216","seo4015","I","6","HSS","79.9999998","779.51074455","마이닝청산","마이닝청산","2020-12-07 10:46:35","seo4015",\n,\n,"Y"
"30812","WL2020082800018","won003","I","6","HSS","53.3333332","69899.74184344","마이닝청산","마이닝청산","2020-12-07 10:46:33","won003","2020-12-07 10:46:48","won003","N"
"30811","WL2020071301210","kimmael","I","6","HSS","79.9999998","939.05034845","마이닝청산","마이닝청산","2020-12-07 10:46:18","kimmael",\n,\n,"Y"
"30810","WL2020102100002","won007","O","1","HSS","26470","52.15951567","출금","출금신청","2020-12-07 10:46:07","won007","2020-12-07 13:24:44","won007","N"
"30809","WL2020071301206","chorok","I","6","HSS","79.9999998","1587.16724845","마이닝청산","마이닝청산","2020-12-07 10:45:57","chorok",\n,\n,"Y"
"30808","WL2020102100002","won007","I","6","HSS","60","26522.15951568","마이닝청산","마이닝청산","2020-12-07 10:45:50","won007","2020-12-07 10:46:07","won007","N"
"30807","WL2020071301204","berry365","I","6","HSS","79.9999998","786.41896828","마이닝청산","마이닝청산","2020-12-07 10:45:37","berry365",\n,\n,"Y"
"30806","WL2020071301196","immael","I","6","HSS","79.9999998","772.3166984","마이닝청산","마이닝청산","2020-12-07 10:45:18","immael",\n,\n,"Y"
"30805","WL2020101600002","won005","O","1","HSS","41570","99.6498138","출금","출금신청","2020-12-07 10:44:42","won005",\n,\n,"Y"
"30804","WL2020092700004","yang77","O","1","HSS","36270","82.54697296","출금","출금신청","2020-12-07 10:44:02","yang77",\n,\n,"Y"
"30803","WL2020101000002","gogohss","O","1","HSS","42070","152.68365366","출금","출금신청","2020-12-07 10:43:19","gogohss","2020-12-07 13:24:43","gogohss","N"
"30802","WL2020081400024","rkj2318","I","6","HSS","120","2160","마이닝청산","마이닝청산","2020-12-07 09:56:34","rkj2318",\n,\n,"Y"
"30801","WL2020112600006","vishops1","I","1","HSS","9400.70505288","28404.79999607","송금","크립토출금요청","2020-12-07 09:38:27","vishops1",\n,\n,"Y"
"30800","WL2020112600004","vishops","I","1","HSS","11254.39624853","33409.82827103","송금","크립토출금요청","2020-12-07 09:37:39","vishops",\n,\n,"Y"
"30799","WL2020081500008","lsw001","I","6","HSS","326.6666665","33611.43147969","마이닝청산","마이닝청산","2020-12-07 09:21:25","lsw001",\n,\n,"Y"
"30798","WL2020081400022","lys001","O","1","HSS","50070","2265.98239912","출금","출금신청","2020-12-07 09:20:59","lys001","2020-12-08 03:05:00","ADMIN","N"
"30797","WL2020081400022","lys001","I","6","HSS","81.66666662","52335.98239912","마이닝청산","마이닝청산","2020-12-07 09:12:12","lys001","2020-12-07 09:20:59","lys001","N"
"30796","WL2020120300006","Jihee3535","I","1","HSS","9430.25540275","27913.7368736","송금","크립토출금요청","2020-12-07 08:58:16","Jihee3535","2020-12-08 07:13:49","Jihee3535","N"
"30795","WL2020071700025","blueviolate","O","1","BTC","0.006","0.00006765","출금","출금신청","2020-12-07 08:28:16","blueviolate",\n,\n,"Y"
"30794","WL2020071700026","blueviolate","O","1","HSS","27070","76.00659796","출금","출금신청","2020-12-07 08:27:38","blueviolate",\n,\n,"Y"
"30793","WL2020071700026","blueviolate","I","6","HSS","3610","27146.00659796","마이닝청산","마이닝청산","2020-12-07 08:22:34","blueviolate","2020-12-07 08:27:38","blueviolate","N"
"30792","WL2020082500008","applle54","O","1","HSS","50070","251877.72873983","출금","출금신청","2020-12-07 08:09:39","applle54",\n,\n,"Y"
"30791","WL2020082500006","applle53","O","1","HSS","50070","255958.1907024","출금","출금신청","2020-12-07 08:09:15","applle53",\n,\n,"Y"
"30790","WL2020082500004","applle52","O","1","HSS","50070","255912.34987126","출금","출금신청","2020-12-07 08:08:50","applle52",\n,\n,"Y"
"30789","WL2020082500002","applle51","O","1","HSS","50070","255779.14845419","출금","출금신청","2020-12-07 08:08:24","applle51",\n,\n,"Y"
"30788","WL2020073000010","han0045","I","6","HSS","156.6666667","1933.33333144","마이닝청산","마이닝청산","2020-12-07 08:08:21","han0045",\n,\n,"Y"
"30787","WL2020082600006","applle43","O","1","HSS","50070","253585.39140412","출금","출금신청","2020-12-07 08:07:53","applle43",\n,\n,"Y"
"30786","WL2020082600004","applle42","O","1","HSS","50070","260171.42131064","출금","출금신청","2020-12-07 08:06:17","applle42",\n,\n,"Y"
"30785","WL2020081600008","applle41","O","1","HSS","50070","239753.0758389","출금","출금신청","2020-12-07 08:05:45","applle41",\n,\n,"Y"
"30784","WL2020081600006","applle40","O","1","HSS","50070","251489.45055066","출금","출금신청","2020-12-07 08:05:02","applle40",\n,\n,"Y"
"30783","WL2020081600004","applle39","O","1","HSS","50070","236641.70018417","출금","출금신청","2020-12-07 08:04:28","applle39",\n,\n,"Y"
"30782","WL2020081500034","applle38","O","1","HSS","50070","219162.46677911","출금","출금신청","2020-12-07 08:03:48","applle38",\n,\n,"Y"
"30781","WL2020081500032","applle37","O","1","HSS","50070","212577.73969814","출금","출금신청","2020-12-07 08:02:27","applle37",\n,\n,"Y"
"30780","WL2020081400012","applle36","O","1","HSS","50070","210938.97502015","출금","출금신청","2020-12-07 08:02:01","applle36",\n,\n,"Y"
"30779","WL2020081400006","applle35","O","1","HSS","50070","209605.58258058","출금","출금신청","2020-12-07 08:01:36","applle35",\n,\n,"Y"
"30778","WL2020081300032","applle34","O","1","HSS","50070","219637.51610379","출금","출금신청","2020-12-07 08:01:04","applle34",\n,\n,"Y"
"30777","WL2020081300018","applle33","O","1","HSS","50070","204443.21585075","출금","출금신청","2020-12-07 08:00:17","applle33",\n,\n,"Y"
"30776","WL2020081300014","applle32","O","1","HSS","50070","204750.36281045","출금","출금신청","2020-12-07 07:59:24","applle32",\n,\n,"Y"
"30775","WL2020081300012","applle31","O","1","HSS","50070","204839.84794139","출금","출금신청","2020-12-07 07:58:54","applle31",\n,\n,"Y"
"30774","WL2020081100008","applle2","O","1","HSS","50070","184704.58436406","출금","출금신청","2020-12-07 07:57:21","applle2",\n,\n,"Y"
"30773","WL2020081100006","applle1","O","1","HSS","50070","184798.12809135","출금","출금신청","2020-12-07 07:56:26","applle1",\n,\n,"Y"
"30772","WL2020081000020","applle","O","1","HSS","50070","183917.50517247","출금","출금신청","2020-12-07 07:56:02","applle",\n,\n,"Y"
"30771","WL2020081000022","teetime","O","1","HSS","50070","155188.49390616","출금","출금신청","2020-12-07 07:55:09","teetime",\n,\n,"Y"
"30770","WL2020081100002","rumy3275","O","1","HSS","50070","165672.12557221","출금","출금신청","2020-12-07 07:54:34","rumy3275",\n,\n,"Y"
"30769","WL2020081100004","henny","O","1","HSS","50070","164549.56052974","출금","출금신청","2020-12-07 07:54:06","henny",\n,\n,"Y"
"30768","WL2020081000018","goyoja","O","1","HSS","50070","165163.03494863","출금","출금신청","2020-12-07 07:53:34","goyoja",\n,\n,"Y"
"30767","WL2020092600005","hss02","O","1","BTC","0.01489636","0","출금","출금신청","2020-12-07 07:53:13","hss02",\n,\n,"Y"
"30766","WL2020081000016","rudrud","O","1","HSS","50070","162384.39420623","출금","출금신청","2020-12-07 07:53:06","rudrud",\n,\n,"Y"
"30765","WL2020071300660","hahyii","O","1","HSS","33870","13.63898232","출금","출금신청","2020-12-07 07:52:34","hahyii",\n,\n,"Y"
"30764","WL2020081000014","hssah","O","1","HSS","45269","0.07557252","출금","출금신청","2020-12-07 07:52:24","hssah",\n,\n,"Y"
"30763","WL2020083100006","jelddul4","O","1","HSS","37370","50.74222882","출금","출금신청","2020-12-07 07:50:13","jelddul4",\n,\n,"Y"
"30762","WL2020082800004","jelddul","O","1","HSS","34270","34.00530232","출금","출금신청","2020-12-07 07:47:58","jelddul",\n,\n,"Y"
"30761","WL2020083000024","jelddul3","O","1","HSS","34570","75.24353805","출금","출금신청","2020-12-07 07:45:59","jelddul3",\n,\n,"Y"
"30760","WL2020083000014","jelddul1","O","1","HSS","50070","28353.69981786","출금","출금신청","2020-12-07 07:43:51","jelddul1","2020-12-07 18:02:22","jelddul1","N"
"30759","WL2020092600006","hss02","O","1","HSS","50070","1390221.85433125","출금","출금신청","2020-12-07 07:40:41","hss02","2020-12-08 00:09:23","hss02","N"
"30758","WL2020092600006","hss02","I","6","HSS","553.3333333","1440291.85433125","마이닝청산","마이닝청산","2020-12-07 07:40:13","hss02","2020-12-07 07:40:41","hss02","N"
"30756","WL2020071400208","ch54i7379","I","6","HSS","426.66666656","13667.9989889","마이닝청산","마이닝청산","2020-12-07 07:14:37","ch54i7379","2020-12-07 07:14:37","ch54i7379","N"
"30757","WL2020071400208","ch54i7379","O","3","HSS","10000","3667.9989889","상품구매","상품구매","2020-12-07 07:14:37","ch54i7379",\n,\n,"Y"
"30755","WL2020071500018","sshh2019","I","6","HSS","46.66666666","866.69235318","마이닝청산","마이닝청산","2020-12-07 06:01:16","sshh2019","2020-12-08 03:22:33","sshh2019","N"
"30754","WL2020071301118","skim9291","I","6","HSS","266.666666","2098.64966494","마이닝청산","마이닝청산","2020-12-07 05:40:55","skim9291","2020-12-08 05:43:04","skim9291","N"
"30753","WL2020071400124","ckh004","I","6","HSS","233.333333","11627.61678763","마이닝청산","마이닝청산","2020-12-07 05:06:51","ckh004","2020-12-08 06:29:37","ckh004","N"
"30752","WL2020071400274","lgntpc11","I","6","HSS","7426.66666304","52861.06317471","마이닝청산","마이닝청산","2020-12-07 03:38:40","lgntpc11","2020-12-08 06:31:43","lgntpc11","N"
"30751","WL2020111600036","asd002","I","1","HSS","9456.26477541","9456.88543127","송금","크립토출금요청","2020-12-07 03:21:13","asd002","2020-12-07 10:48:01","asd002","N"
"30750","WL2020111600032","asd001","I","1","HSS","11347.5177305","11347.88373875","송금","크립토출금요청","2020-12-07 03:20:21","asd001","2020-12-07 10:47:03","asd001","N"
"30749","WL2020111600030","kmr26730","I","1","HSS","28246.37112593","28268.86810429","송금","크립토출금요청","2020-12-07 03:14:57","kmr26730","2020-12-08 00:10:12","kmr26730","N"
"30748","WL2020081100010","applle3","O","1","HSS","50070","83416.71301918","출금","출금신청","2020-12-07 03:12:01","applle3","2020-12-08 00:10:51","applle3","N"
"30743","WL2020081500008","lsw001","I","9","HSS","10000","33284.76481319","만기","1","2020-12-07 03:05:00","lsw001","2020-12-07 09:21:25","lsw001","N"
"30741","WL2020080300004","jyh01","I","9","HSS","10000","19368.5806132","만기","1","2020-12-07 03:05:00","jyh01",\n,\n,"Y"
"30742","WL2020081400022","lys001","I","9","HSS","10000","52254.3157325","만기","1","2020-12-07 03:05:00","lys001","2020-12-07 09:12:12","lys001","N"
"30745","WL2020092600006","hss02","I","9","HSS","150000","1439738.52099795","만기","2","2020-12-07 03:05:00","hss02","2020-12-07 07:40:13","hss02","N"
"30744","WL2020082500010","kimkr","I","9","HSS","10000","470585.16912226","만기","1","2020-12-07 03:05:00","kimkr",\n,\n,"Y"
"30740","WL2020112500004","yk520059","I","1","HSS","9426.55145326","110708.84799766","송금","크립토출금요청","2020-12-07 02:13:52","yk520059","2020-12-08 00:03:12","yk520059","N"
"30739","WL2020083100016","collaboration0831","O","1","HSS","50070","44145.02710897","출금","출금신청","2020-12-07 02:10:29","collaboration0831",\n,\n,"Y"
"30738","WL2020081500022","Collaboration0816","O","1","HSS","50070","52141.56393184","출금","출금신청","2020-12-07 02:08:52","Collaboration0816",\n,\n,"Y"
"30737","WL2020111700012","psh6396","O","1","HSS","50070","7451.43046709","출금","출금신청","2020-12-07 01:17:22","psh6396",\n,\n,"Y"
"30736","WL2020111700012","psh6396","I","1","HSS","37647.05882353","57521.4304671","송금","크립토출금요청","2020-12-07 01:16:26","psh6396","2020-12-07 01:17:22","psh6396","N"
"30735","WL2020071500032","Tolkyn","I","6","HSS","159.9999996","1510.93229559","마이닝청산","마이닝청산","2020-12-07 00:19:55","Tolkyn",\n,\n,"Y"
"30734","WL2020071600040","Trillioner","I","6","HSS","120","1101.50587999","마이닝청산","마이닝청산","2020-12-07 00:15:24","Trillioner",\n,\n,"Y"
"30733","WL2020111700002","jbc5722","I","1","HSS","11325.20644908","136206.7009919","송금","크립토출금요청","2020-12-07 00:14:56","jbc5722","2020-12-08 00:18:10","jbc5722","N"
"30732","WL2020072300002","lee7738","O","1","HSS","50070","32033.08403056","출금","출금신청","2020-12-07 00:07:02","lee7738","2020-12-08 09:56:10","lee7738","N"
"30731","WL2020080700044","lee7739","O","1","HSS","50070","44156.15030787","출금","출금신청","2020-12-07 00:06:15","lee7739","2020-12-08 09:58:03","lee7739","N"
"30730","WL2020080700044","lee7739","O","1","HSS","50070","94226.15030787","출금","출금신청","2020-12-06 23:39:21","lee7739","2020-12-07 00:06:15","lee7739","N"
"30729","WL2020080700044","lee7739","I","6","HSS","100","144296.15030787","마이닝청산","마이닝청산","2020-12-06 23:39:02","lee7739","2020-12-06 23:39:22","lee7739","N"
"30728","WL2020072300002","lee7738","O","1","HSS","50070","82103.08403058","출금","출금신청","2020-12-06 23:38:14","lee7738","2020-12-07 00:07:02","lee7738","N"
"30727","WL2020072300002","lee7738","I","6","HSS","100","132173.08403059","마이닝청산","마이닝청산","2020-12-06 23:37:46","lee7738","2020-12-06 23:38:14","lee7738","N"
"30726","WL2020111600028","swh8880","O","1","HSS","50070","48979.9776496","출금","출금신청","2020-12-06 23:08:25","swh8880",\n,\n,"Y"
"30725","WL2020073000020","king77","O","1","HSS","50070","48165.80363528","출금","출금신청","2020-12-06 22:34:08","king77",\n,\n,"Y"
"30724","WL2020081400016","kyh7524","I","6","HSS","229.9999997","338283.54854786","마이닝청산","마이닝청산","2020-12-06 22:25:21","kyh7524",\n,\n,"Y"
"30723","WL2020080300009","jmh001","I","6","HSS","30","420.4727248","마이닝청산","마이닝청산","2020-12-06 21:35:46","jmh001",\n,\n,"Y"
"30722","WL2020120600006","choihssyun","O","3","HSS","170000","360000","상품구매","상품구매","2020-12-06 20:17:23","choihssyun",\n,\n,"Y"
"30721","WL2020112500002","wjdehdals4672","O","3","HSS","460000","1388666.66665899","상품구매","상품구매","2020-12-06 20:16:53","wjdehdals4672",\n,\n,"Y"
"30720","WL2020101100002","goldhss","O","3","HSS","270000","908541.25500951","상품구매","상품구매","2020-12-06 20:14:46","goldhss","2020-12-07 22:31:48","goldhss","N"
"30719","WL2020092600008","Alexander","O","3","HSS","330000","1004346.66668079","상품구매","상품구매","2020-12-06 20:14:01","Alexander","2020-12-07 22:30:46","Alexander","N"
"30717","WL2020092800002","hssrich","I","6","HSS","6716.66666296","3277391.09594736","마이닝청산","마이닝청산","2020-12-06 20:13:35","hssrich","2020-12-06 20:13:35","hssrich","N"
"30718","WL2020092800002","hssrich","O","3","HSS","420000","2857391.09594736","상품구매","상품구매","2020-12-06 20:13:35","hssrich","2020-12-07 22:32:23","hssrich","N"
"30716","WL2020120500018","Valeriy44","O","3","HSS","4189.94413407","10.05586594","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 17:56:32","Valeriy44",\n,\n,"Y"
"30715","WL2020120600036","lucky003","O","3","HSS","4189.94413407","0.05586594","마이닝 해시파워 상품구매","마이닝 해시파워 상품구매","2020-12-06 17:47:25","lucky003",\n,\n,"Y"
